index name x y z l
1413 EElayerCell_11.0083.2 3.87979 1.12 28.6875 11
1414 EElayerCell_11.0084.2 3.87979 -1.12 28.6875 11
1415 EElayerCell_11.0085.2 -3.87979 1.12 28.6875 11
1416 EElayerCell_11.0086.2 -3.87979 -1.12 28.6875 11
1417 EElayerCell_11.0087.2 3.87979 2.24 28.6875 11
1418 EElayerCell_11.0088.2 3.87979 -2.24 28.6875 11
1419 EElayerCell_11.0089.2 -3.87979 2.24 28.6875 11
1420 EElayerCell_11.0090.2 -3.87979 -2.24 28.6875 11
1421 EElayerCell_11.0091.2 3.87979 3.36 28.6875 11
1422 EElayerCell_11.0092.2 3.87979 -3.36 28.6875 11
1423 EElayerCell_11.0093.2 -3.87979 3.36 28.6875 11
1424 EElayerCell_11.0094.2 -3.87979 -3.36 28.6875 11
1425 EElayerCell_11.0095.2 3.87979 4.48 28.6875 11
1426 EElayerCell_11.0096.2 3.87979 -4.48 28.6875 11
1427 EElayerCell_11.0097.2 -3.87979 4.48 28.6875 11
1428 EElayerCell_11.0098.2 -3.87979 -4.48 28.6875 11
1429 EElayerCell_11.0099.2 3.87979 5.6 28.6875 11
1430 EElayerCell_11.0100.2 3.87979 -5.6 28.6875 11
1431 EElayerCell_11.0101.2 -3.87979 5.6 28.6875 11
1432 EElayerCell_11.0102.2 -3.87979 -5.6 28.6875 11
1433 EElayerCell_11.0103.2 4.84974 0.56 28.6875 11
1434 EElayerCell_11.0104.2 4.84974 -0.56 28.6875 11
1435 EElayerCell_11.0105.2 -4.84974 0.56 28.6875 11
1436 EElayerCell_11.0106.2 -4.84974 -0.56 28.6875 11
1437 EElayerCell_11.0107.2 4.84974 1.68 28.6875 11
1438 EElayerCell_11.0108.2 4.84974 -1.68 28.6875 11
1439 EElayerCell_11.0109.2 -4.84974 1.68 28.6875 11
1440 EElayerCell_11.0110.2 -4.84974 -1.68 28.6875 11
1441 EElayerCell_11.0111.2 4.84974 2.8 28.6875 11
1442 EElayerCell_11.0112.2 4.84974 -2.8 28.6875 11
1443 EElayerCell_11.0113.2 -4.84974 2.8 28.6875 11
1444 EElayerCell_11.0114.2 -4.84974 -2.8 28.6875 11
1445 EElayerCell_11.0115.2 4.84974 3.92 28.6875 11
1446 EElayerCell_11.0116.2 4.84974 -3.92 28.6875 11
1447 EElayerCell_11.0117.2 -4.84974 3.92 28.6875 11
1448 EElayerCell_11.0118.2 -4.84974 -3.92 28.6875 11
1449 EElayerCell_11.0119.2 5.81969 0 28.6875 11
1450 EElayerCell_11.0120.2 -5.81969 0 28.6875 11
1451 EElayerCell_11.0121.2 5.81969 1.12 28.6875 11
1452 EElayerCell_11.0122.2 5.81969 -1.12 28.6875 11
1453 EElayerCell_11.0123.2 -5.81969 1.12 28.6875 11
1454 EElayerCell_11.0124.2 -5.81969 -1.12 28.6875 11
1455 EElayerCell_11.0125.2 5.81969 2.24 28.6875 11
1456 EElayerCell_11.0126.2 5.81969 -2.24 28.6875 11
1457 EElayerCell_11.0127.2 -5.81969 2.24 28.6875 11
1458 EElayerCell_11.0128.2 -5.81969 -2.24 28.6875 11
1459 EElayerCell_11.0129.2 6.78964 0.56 28.6875 11
1460 EElayerCell_11.0130.2 6.78964 -0.56 28.6875 11
1461 EElayerCell_11.0131.2 -6.78964 0.56 28.6875 11
1462 EElayerCell_11.0132.2 -6.78964 -0.56 28.6875 11
1463 EElayerCell_12.0000.2 0 0 29.5775 12
1464 EElayerCell_12.0001.2 0 1.12 29.5775 12
1465 EElayerCell_12.0002.2 0 -1.12 29.5775 12
1466 EElayerCell_12.0003.2 0 2.24 29.5775 12
1467 EElayerCell_12.0004.2 0 -2.24 29.5775 12
1468 EElayerCell_12.0005.2 0 3.36 29.5775 12
1469 EElayerCell_12.0006.2 0 -3.36 29.5775 12
1470 EElayerCell_12.0007.2 0 4.48 29.5775 12
1471 EElayerCell_12.0008.2 0 -4.48 29.5775 12
1472 EElayerCell_12.0009.2 0 5.6 29.5775 12
1473 EElayerCell_12.0010.2 0 -5.6 29.5775 12
1474 EElayerCell_12.0011.2 0.969948 0.56 29.5775 12
1475 EElayerCell_12.0012.2 0.969948 -0.56 29.5775 12
1476 EElayerCell_12.0013.2 -0.969948 0.56 29.5775 12
1477 EElayerCell_12.0014.2 -0.969948 -0.56 29.5775 12
1478 EElayerCell_12.0015.2 0.969948 1.68 29.5775 12
1479 EElayerCell_12.0016.2 0.969948 -1.68 29.5775 12
1480 EElayerCell_12.0017.2 -0.969948 1.68 29.5775 12
1481 EElayerCell_12.0018.2 -0.969948 -1.68 29.5775 12
1482 EElayerCell_12.0019.2 0.969948 2.8 29.5775 12
1483 EElayerCell_12.0020.2 0.969948 -2.8 29.5775 12
1484 EElayerCell_12.0021.2 -0.969948 2.8 29.5775 12
1485 EElayerCell_12.0022.2 -0.969948 -2.8 29.5775 12
1486 EElayerCell_12.0023.2 0.969948 3.92 29.5775 12
1487 EElayerCell_12.0024.2 0.969948 -3.92 29.5775 12
1488 EElayerCell_12.0025.2 -0.969948 3.92 29.5775 12
1489 EElayerCell_12.0026.2 -0.969948 -3.92 29.5775 12
1490 EElayerCell_12.0027.2 0.969948 5.04 29.5775 12
1491 EElayerCell_12.0028.2 0.969948 -5.04 29.5775 12
1492 EElayerCell_12.0029.2 -0.969948 5.04 29.5775 12
1493 EElayerCell_12.0030.2 -0.969948 -5.04 29.5775 12
1494 EElayerCell_12.0031.2 0.969948 6.16 29.5775 12
1495 EElayerCell_12.0032.2 0.969948 -6.16 29.5775 12
1496 EElayerCell_12.0033.2 -0.969948 6.16 29.5775 12
1497 EElayerCell_12.0034.2 -0.969948 -6.16 29.5775 12
1498 EElayerCell_12.0035.2 1.9399 0 29.5775 12
1499 EElayerCell_12.0036.2 -1.9399 0 29.5775 12
1500 EElayerCell_12.0037.2 1.9399 1.12 29.5775 12
1501 EElayerCell_12.0038.2 1.9399 -1.12 29.5775 12
1502 EElayerCell_12.0039.2 -1.9399 1.12 29.5775 12
1503 EElayerCell_12.0040.2 -1.9399 -1.12 29.5775 12
1504 EElayerCell_12.0041.2 1.9399 2.24 29.5775 12
1505 EElayerCell_12.0042.2 1.9399 -2.24 29.5775 12
1506 EElayerCell_12.0043.2 -1.9399 2.24 29.5775 12
1507 EElayerCell_12.0044.2 -1.9399 -2.24 29.5775 12
1508 EElayerCell_12.0045.2 1.9399 3.36 29.5775 12
1509 EElayerCell_12.0046.2 1.9399 -3.36 29.5775 12
1510 EElayerCell_12.0047.2 -1.9399 3.36 29.5775 12
1511 EElayerCell_12.0048.2 -1.9399 -3.36 29.5775 12
1512 EElayerCell_12.0049.2 1.9399 4.48 29.5775 12
1513 EElayerCell_12.0050.2 1.9399 -4.48 29.5775 12
1514 EElayerCell_12.0051.2 -1.9399 4.48 29.5775 12
1515 EElayerCell_12.0052.2 -1.9399 -4.48 29.5775 12
1516 EElayerCell_12.0053.2 1.9399 5.6 29.5775 12
1517 EElayerCell_12.0054.2 1.9399 -5.6 29.5775 12
1518 EElayerCell_12.0055.2 -1.9399 5.6 29.5775 12
1519 EElayerCell_12.0056.2 -1.9399 -5.6 29.5775 12
1520 EElayerCell_12.0057.2 2.90985 0.56 29.5775 12
1521 EElayerCell_12.0058.2 2.90985 -0.56 29.5775 12
1522 EElayerCell_12.0059.2 -2.90985 0.56 29.5775 12
1523 EElayerCell_12.0060.2 -2.90985 -0.56 29.5775 12
1524 EElayerCell_12.0061.2 2.90985 1.68 29.5775 12
1525 EElayerCell_12.0062.2 2.90985 -1.68 29.5775 12
1526 EElayerCell_12.0063.2 -2.90985 1.68 29.5775 12
1527 EElayerCell_12.0064.2 -2.90985 -1.68 29.5775 12
1528 EElayerCell_12.0065.2 2.90985 2.8 29.5775 12
1529 EElayerCell_12.0066.2 2.90985 -2.8 29.5775 12
1530 EElayerCell_12.0067.2 -2.90985 2.8 29.5775 12
1531 EElayerCell_12.0068.2 -2.90985 -2.8 29.5775 12
1532 EElayerCell_12.0069.2 2.90985 3.92 29.5775 12
1533 EElayerCell_12.0070.2 2.90985 -3.92 29.5775 12
1534 EElayerCell_12.0071.2 -2.90985 3.92 29.5775 12
1535 EElayerCell_12.0072.2 -2.90985 -3.92 29.5775 12
1536 EElayerCell_12.0073.2 2.90985 5.04 29.5775 12
1537 EElayerCell_12.0074.2 2.90985 -5.04 29.5775 12
1538 EElayerCell_12.0075.2 -2.90985 5.04 29.5775 12
1539 EElayerCell_12.0076.2 -2.90985 -5.04 29.5775 12
1540 EElayerCell_12.0077.2 2.90985 6.16 29.5775 12
1541 EElayerCell_12.0078.2 2.90985 -6.16 29.5775 12
1542 EElayerCell_12.0079.2 -2.90985 6.16 29.5775 12
1543 EElayerCell_12.0080.2 -2.90985 -6.16 29.5775 12
1544 EElayerCell_12.0081.2 3.87979 0 29.5775 12
1545 EElayerCell_12.0082.2 -3.87979 0 29.5775 12
1546 EElayerCell_12.0083.2 3.87979 1.12 29.5775 12
1547 EElayerCell_12.0084.2 3.87979 -1.12 29.5775 12
1548 EElayerCell_12.0085.2 -3.87979 1.12 29.5775 12
1549 EElayerCell_12.0086.2 -3.87979 -1.12 29.5775 12
1550 EElayerCell_12.0087.2 3.87979 2.24 29.5775 12
1551 EElayerCell_12.0088.2 3.87979 -2.24 29.5775 12
1552 EElayerCell_12.0089.2 -3.87979 2.24 29.5775 12
1553 EElayerCell_12.0090.2 -3.87979 -2.24 29.5775 12
1554 EElayerCell_12.0091.2 3.87979 3.36 29.5775 12
1555 EElayerCell_12.0092.2 3.87979 -3.36 29.5775 12
1556 EElayerCell_12.0093.2 -3.87979 3.36 29.5775 12
1557 EElayerCell_12.0094.2 -3.87979 -3.36 29.5775 12
1558 EElayerCell_12.0095.2 3.87979 4.48 29.5775 12
1559 EElayerCell_12.0096.2 3.87979 -4.48 29.5775 12
1560 EElayerCell_12.0097.2 -3.87979 4.48 29.5775 12
1561 EElayerCell_12.0098.2 -3.87979 -4.48 29.5775 12
1562 EElayerCell_12.0099.2 3.87979 5.6 29.5775 12
1563 EElayerCell_12.0100.2 3.87979 -5.6 29.5775 12
1564 EElayerCell_12.0101.2 -3.87979 5.6 29.5775 12
1565 EElayerCell_12.0102.2 -3.87979 -5.6 29.5775 12
1566 EElayerCell_12.0103.2 4.84974 0.56 29.5775 12
1567 EElayerCell_12.0104.2 4.84974 -0.56 29.5775 12
1568 EElayerCell_12.0105.2 -4.84974 0.56 29.5775 12
1569 EElayerCell_12.0106.2 -4.84974 -0.56 29.5775 12
1570 EElayerCell_12.0107.2 4.84974 1.68 29.5775 12
1571 EElayerCell_12.0108.2 4.84974 -1.68 29.5775 12
1572 EElayerCell_12.0109.2 -4.84974 1.68 29.5775 12
1573 EElayerCell_12.0110.2 -4.84974 -1.68 29.5775 12
1574 EElayerCell_12.0111.2 4.84974 2.8 29.5775 12
1575 EElayerCell_12.0112.2 4.84974 -2.8 29.5775 12
1576 EElayerCell_12.0113.2 -4.84974 2.8 29.5775 12
1577 EElayerCell_12.0114.2 -4.84974 -2.8 29.5775 12
1578 EElayerCell_12.0115.2 4.84974 3.92 29.5775 12
1579 EElayerCell_12.0116.2 4.84974 -3.92 29.5775 12
1580 EElayerCell_12.0117.2 -4.84974 3.92 29.5775 12
1581 EElayerCell_12.0118.2 -4.84974 -3.92 29.5775 12
1582 EElayerCell_12.0119.2 5.81969 0 29.5775 12
1583 EElayerCell_12.0120.2 -5.81969 0 29.5775 12
1584 EElayerCell_12.0121.2 5.81969 1.12 29.5775 12
1585 EElayerCell_12.0122.2 5.81969 -1.12 29.5775 12
1586 EElayerCell_12.0123.2 -5.81969 1.12 29.5775 12
1587 EElayerCell_12.0124.2 -5.81969 -1.12 29.5775 12
1588 EElayerCell_12.0125.2 5.81969 2.24 29.5775 12
1589 EElayerCell_12.0126.2 5.81969 -2.24 29.5775 12
1590 EElayerCell_12.0127.2 -5.81969 2.24 29.5775 12
1591 EElayerCell_12.0128.2 -5.81969 -2.24 29.5775 12
1592 EElayerCell_12.0129.2 6.78964 0.56 29.5775 12
1593 EElayerCell_12.0130.2 6.78964 -0.56 29.5775 12
1594 EElayerCell_12.0131.2 -6.78964 0.56 29.5775 12
1595 EElayerCell_12.0132.2 -6.78964 -0.56 29.5775 12
1596 EElayerCell_13.0000.2 0 0 31.4925 13
1597 EElayerCell_13.0001.2 0 1.12 31.4925 13
1598 EElayerCell_13.0002.2 0 -1.12 31.4925 13
1599 EElayerCell_13.0003.2 0 2.24 31.4925 13
1600 EElayerCell_13.0004.2 0 -2.24 31.4925 13
1601 EElayerCell_13.0005.2 0 3.36 31.4925 13
1602 EElayerCell_13.0006.2 0 -3.36 31.4925 13
1603 EElayerCell_13.0007.2 0 4.48 31.4925 13
1604 EElayerCell_13.0008.2 0 -4.48 31.4925 13
1605 EElayerCell_13.0009.2 0 5.6 31.4925 13
1606 EElayerCell_13.0010.2 0 -5.6 31.4925 13
1607 EElayerCell_13.0011.2 0.969948 0.56 31.4925 13
1608 EElayerCell_13.0012.2 0.969948 -0.56 31.4925 13
1609 EElayerCell_13.0013.2 -0.969948 0.56 31.4925 13
1610 EElayerCell_13.0014.2 -0.969948 -0.56 31.4925 13
1611 EElayerCell_13.0015.2 0.969948 1.68 31.4925 13
1612 EElayerCell_13.0016.2 0.969948 -1.68 31.4925 13
1613 EElayerCell_13.0017.2 -0.969948 1.68 31.4925 13
1614 EElayerCell_13.0018.2 -0.969948 -1.68 31.4925 13
1615 EElayerCell_13.0019.2 0.969948 2.8 31.4925 13
1616 EElayerCell_13.0020.2 0.969948 -2.8 31.4925 13
1617 EElayerCell_13.0021.2 -0.969948 2.8 31.4925 13
1618 EElayerCell_13.0022.2 -0.969948 -2.8 31.4925 13
1619 EElayerCell_13.0023.2 0.969948 3.92 31.4925 13
1620 EElayerCell_13.0024.2 0.969948 -3.92 31.4925 13
1621 EElayerCell_13.0025.2 -0.969948 3.92 31.4925 13
1622 EElayerCell_13.0026.2 -0.969948 -3.92 31.4925 13
1623 EElayerCell_13.0027.2 0.969948 5.04 31.4925 13
1624 EElayerCell_13.0028.2 0.969948 -5.04 31.4925 13
1625 EElayerCell_13.0029.2 -0.969948 5.04 31.4925 13
1626 EElayerCell_13.0030.2 -0.969948 -5.04 31.4925 13
1627 EElayerCell_13.0031.2 0.969948 6.16 31.4925 13
1628 EElayerCell_13.0032.2 0.969948 -6.16 31.4925 13
1629 EElayerCell_13.0033.2 -0.969948 6.16 31.4925 13
1630 EElayerCell_13.0034.2 -0.969948 -6.16 31.4925 13
1631 EElayerCell_13.0035.2 1.9399 0 31.4925 13
1632 EElayerCell_13.0036.2 -1.9399 0 31.4925 13
1633 EElayerCell_13.0037.2 1.9399 1.12 31.4925 13
1634 EElayerCell_13.0038.2 1.9399 -1.12 31.4925 13
1635 EElayerCell_13.0039.2 -1.9399 1.12 31.4925 13
1636 EElayerCell_13.0040.2 -1.9399 -1.12 31.4925 13
1637 EElayerCell_13.0041.2 1.9399 2.24 31.4925 13
1638 EElayerCell_13.0042.2 1.9399 -2.24 31.4925 13
1639 EElayerCell_13.0043.2 -1.9399 2.24 31.4925 13
1640 EElayerCell_13.0044.2 -1.9399 -2.24 31.4925 13
1641 EElayerCell_13.0045.2 1.9399 3.36 31.4925 13
1642 EElayerCell_13.0046.2 1.9399 -3.36 31.4925 13
1643 EElayerCell_13.0047.2 -1.9399 3.36 31.4925 13
1644 EElayerCell_13.0048.2 -1.9399 -3.36 31.4925 13
1645 EElayerCell_13.0049.2 1.9399 4.48 31.4925 13
1646 EElayerCell_13.0050.2 1.9399 -4.48 31.4925 13
1647 EElayerCell_13.0051.2 -1.9399 4.48 31.4925 13
1648 EElayerCell_13.0052.2 -1.9399 -4.48 31.4925 13
1649 EElayerCell_13.0053.2 1.9399 5.6 31.4925 13
1650 EElayerCell_13.0054.2 1.9399 -5.6 31.4925 13
1651 EElayerCell_13.0055.2 -1.9399 5.6 31.4925 13
1652 EElayerCell_13.0056.2 -1.9399 -5.6 31.4925 13
1653 EElayerCell_13.0057.2 2.90985 0.56 31.4925 13
1654 EElayerCell_13.0058.2 2.90985 -0.56 31.4925 13
1655 EElayerCell_13.0059.2 -2.90985 0.56 31.4925 13
1656 EElayerCell_13.0060.2 -2.90985 -0.56 31.4925 13
1657 EElayerCell_13.0061.2 2.90985 1.68 31.4925 13
1658 EElayerCell_13.0062.2 2.90985 -1.68 31.4925 13
1659 EElayerCell_13.0063.2 -2.90985 1.68 31.4925 13
1660 EElayerCell_13.0064.2 -2.90985 -1.68 31.4925 13
1661 EElayerCell_13.0065.2 2.90985 2.8 31.4925 13
1662 EElayerCell_13.0066.2 2.90985 -2.8 31.4925 13
1663 EElayerCell_13.0067.2 -2.90985 2.8 31.4925 13
1664 EElayerCell_13.0068.2 -2.90985 -2.8 31.4925 13
1665 EElayerCell_13.0069.2 2.90985 3.92 31.4925 13
1666 EElayerCell_13.0070.2 2.90985 -3.92 31.4925 13
1667 EElayerCell_13.0071.2 -2.90985 3.92 31.4925 13
1668 EElayerCell_13.0072.2 -2.90985 -3.92 31.4925 13
1669 EElayerCell_13.0073.2 2.90985 5.04 31.4925 13
1670 EElayerCell_13.0074.2 2.90985 -5.04 31.4925 13
1671 EElayerCell_13.0075.2 -2.90985 5.04 31.4925 13
1672 EElayerCell_13.0076.2 -2.90985 -5.04 31.4925 13
1673 EElayerCell_13.0077.2 2.90985 6.16 31.4925 13
1674 EElayerCell_13.0078.2 2.90985 -6.16 31.4925 13
1675 EElayerCell_13.0079.2 -2.90985 6.16 31.4925 13
1676 EElayerCell_13.0080.2 -2.90985 -6.16 31.4925 13
1677 EElayerCell_13.0081.2 3.87979 0 31.4925 13
1678 EElayerCell_13.0082.2 -3.87979 0 31.4925 13
1679 EElayerCell_13.0083.2 3.87979 1.12 31.4925 13
1680 EElayerCell_13.0084.2 3.87979 -1.12 31.4925 13
1681 EElayerCell_13.0085.2 -3.87979 1.12 31.4925 13
1682 EElayerCell_13.0086.2 -3.87979 -1.12 31.4925 13
1683 EElayerCell_13.0087.2 3.87979 2.24 31.4925 13
1684 EElayerCell_13.0088.2 3.87979 -2.24 31.4925 13
1685 EElayerCell_13.0089.2 -3.87979 2.24 31.4925 13
1686 EElayerCell_13.0090.2 -3.87979 -2.24 31.4925 13
1687 EElayerCell_13.0091.2 3.87979 3.36 31.4925 13
1688 EElayerCell_13.0092.2 3.87979 -3.36 31.4925 13
1689 EElayerCell_13.0093.2 -3.87979 3.36 31.4925 13
1690 EElayerCell_13.0094.2 -3.87979 -3.36 31.4925 13
1691 EElayerCell_13.0095.2 3.87979 4.48 31.4925 13
1692 EElayerCell_13.0096.2 3.87979 -4.48 31.4925 13
1693 EElayerCell_13.0097.2 -3.87979 4.48 31.4925 13
1694 EElayerCell_13.0098.2 -3.87979 -4.48 31.4925 13
1695 EElayerCell_13.0099.2 3.87979 5.6 31.4925 13
1696 EElayerCell_13.0100.2 3.87979 -5.6 31.4925 13
1697 EElayerCell_13.0101.2 -3.87979 5.6 31.4925 13
1698 EElayerCell_13.0102.2 -3.87979 -5.6 31.4925 13
1699 EElayerCell_13.0103.2 4.84974 0.56 31.4925 13
1700 EElayerCell_13.0104.2 4.84974 -0.56 31.4925 13
1701 EElayerCell_13.0105.2 -4.84974 0.56 31.4925 13
1702 EElayerCell_13.0106.2 -4.84974 -0.56 31.4925 13
1703 EElayerCell_13.0107.2 4.84974 1.68 31.4925 13
1704 EElayerCell_13.0108.2 4.84974 -1.68 31.4925 13
1705 EElayerCell_13.0109.2 -4.84974 1.68 31.4925 13
1706 EElayerCell_13.0110.2 -4.84974 -1.68 31.4925 13
1707 EElayerCell_13.0111.2 4.84974 2.8 31.4925 13
1708 EElayerCell_13.0112.2 4.84974 -2.8 31.4925 13
1709 EElayerCell_13.0113.2 -4.84974 2.8 31.4925 13
1710 EElayerCell_13.0114.2 -4.84974 -2.8 31.4925 13
1711 EElayerCell_13.0115.2 4.84974 3.92 31.4925 13
1712 EElayerCell_13.0116.2 4.84974 -3.92 31.4925 13
1713 EElayerCell_13.0117.2 -4.84974 3.92 31.4925 13
1714 EElayerCell_13.0118.2 -4.84974 -3.92 31.4925 13
1715 EElayerCell_13.0119.2 5.81969 0 31.4925 13
1716 EElayerCell_13.0120.2 -5.81969 0 31.4925 13
1717 EElayerCell_13.0121.2 5.81969 1.12 31.4925 13
1718 EElayerCell_13.0122.2 5.81969 -1.12 31.4925 13
1719 EElayerCell_13.0123.2 -5.81969 1.12 31.4925 13
1720 EElayerCell_13.0124.2 -5.81969 -1.12 31.4925 13
1721 EElayerCell_13.0125.2 5.81969 2.24 31.4925 13
1722 EElayerCell_13.0126.2 5.81969 -2.24 31.4925 13
1723 EElayerCell_13.0127.2 -5.81969 2.24 31.4925 13
1724 EElayerCell_13.0128.2 -5.81969 -2.24 31.4925 13
1725 EElayerCell_13.0129.2 6.78964 0.56 31.4925 13
1726 EElayerCell_13.0130.2 6.78964 -0.56 31.4925 13
1727 EElayerCell_13.0131.2 -6.78964 0.56 31.4925 13
1728 EElayerCell_13.0132.2 -6.78964 -0.56 31.4925 13
1729 EElayerCell_14.0000.2 0 0 32.3825 14
1730 EElayerCell_14.0001.2 0 1.12 32.3825 14
1731 EElayerCell_14.0002.2 0 -1.12 32.3825 14
1732 EElayerCell_14.0003.2 0 2.24 32.3825 14
1733 EElayerCell_14.0004.2 0 -2.24 32.3825 14
1734 EElayerCell_14.0005.2 0 3.36 32.3825 14
1735 EElayerCell_14.0006.2 0 -3.36 32.3825 14
1736 EElayerCell_14.0007.2 0 4.48 32.3825 14
1737 EElayerCell_14.0008.2 0 -4.48 32.3825 14
1738 EElayerCell_14.0009.2 0 5.6 32.3825 14
1739 EElayerCell_14.0010.2 0 -5.6 32.3825 14
1740 EElayerCell_14.0011.2 0.969948 0.56 32.3825 14
1741 EElayerCell_14.0012.2 0.969948 -0.56 32.3825 14
1742 EElayerCell_14.0013.2 -0.969948 0.56 32.3825 14
1743 EElayerCell_14.0014.2 -0.969948 -0.56 32.3825 14
1744 EElayerCell_14.0015.2 0.969948 1.68 32.3825 14
1745 EElayerCell_14.0016.2 0.969948 -1.68 32.3825 14
1746 EElayerCell_14.0017.2 -0.969948 1.68 32.3825 14
1747 EElayerCell_14.0018.2 -0.969948 -1.68 32.3825 14
1748 EElayerCell_14.0019.2 0.969948 2.8 32.3825 14
1749 EElayerCell_14.0020.2 0.969948 -2.8 32.3825 14
1750 EElayerCell_14.0021.2 -0.969948 2.8 32.3825 14
1751 EElayerCell_14.0022.2 -0.969948 -2.8 32.3825 14
1752 EElayerCell_14.0023.2 0.969948 3.92 32.3825 14
1753 EElayerCell_14.0024.2 0.969948 -3.92 32.3825 14
1754 EElayerCell_14.0025.2 -0.969948 3.92 32.3825 14
1755 EElayerCell_14.0026.2 -0.969948 -3.92 32.3825 14
1756 EElayerCell_14.0027.2 0.969948 5.04 32.3825 14
1757 EElayerCell_14.0028.2 0.969948 -5.04 32.3825 14
1758 EElayerCell_14.0029.2 -0.969948 5.04 32.3825 14
1759 EElayerCell_14.0030.2 -0.969948 -5.04 32.3825 14
1760 EElayerCell_14.0031.2 0.969948 6.16 32.3825 14
1761 EElayerCell_14.0032.2 0.969948 -6.16 32.3825 14
1762 EElayerCell_14.0033.2 -0.969948 6.16 32.3825 14
1763 EElayerCell_14.0034.2 -0.969948 -6.16 32.3825 14
1764 EElayerCell_14.0035.2 1.9399 0 32.3825 14
1765 EElayerCell_14.0036.2 -1.9399 0 32.3825 14
1766 EElayerCell_14.0037.2 1.9399 1.12 32.3825 14
1767 EElayerCell_14.0038.2 1.9399 -1.12 32.3825 14
1768 EElayerCell_14.0039.2 -1.9399 1.12 32.3825 14
1769 EElayerCell_14.0040.2 -1.9399 -1.12 32.3825 14
1770 EElayerCell_14.0041.2 1.9399 2.24 32.3825 14
1771 EElayerCell_14.0042.2 1.9399 -2.24 32.3825 14
1772 EElayerCell_14.0043.2 -1.9399 2.24 32.3825 14
1773 EElayerCell_14.0044.2 -1.9399 -2.24 32.3825 14
1774 EElayerCell_14.0045.2 1.9399 3.36 32.3825 14
1775 EElayerCell_14.0046.2 1.9399 -3.36 32.3825 14
1776 EElayerCell_14.0047.2 -1.9399 3.36 32.3825 14
1777 EElayerCell_14.0048.2 -1.9399 -3.36 32.3825 14
1778 EElayerCell_14.0049.2 1.9399 4.48 32.3825 14
1779 EElayerCell_14.0050.2 1.9399 -4.48 32.3825 14
1780 EElayerCell_14.0051.2 -1.9399 4.48 32.3825 14
1781 EElayerCell_14.0052.2 -1.9399 -4.48 32.3825 14
1782 EElayerCell_14.0053.2 1.9399 5.6 32.3825 14
1783 EElayerCell_14.0054.2 1.9399 -5.6 32.3825 14
1784 EElayerCell_14.0055.2 -1.9399 5.6 32.3825 14
1785 EElayerCell_14.0056.2 -1.9399 -5.6 32.3825 14
1786 EElayerCell_14.0057.2 2.90985 0.56 32.3825 14
1787 EElayerCell_14.0058.2 2.90985 -0.56 32.3825 14
1788 EElayerCell_14.0059.2 -2.90985 0.56 32.3825 14
1789 EElayerCell_14.0060.2 -2.90985 -0.56 32.3825 14
1790 EElayerCell_14.0061.2 2.90985 1.68 32.3825 14
1791 EElayerCell_14.0062.2 2.90985 -1.68 32.3825 14
1792 EElayerCell_14.0063.2 -2.90985 1.68 32.3825 14
1793 EElayerCell_14.0064.2 -2.90985 -1.68 32.3825 14
1794 EElayerCell_14.0065.2 2.90985 2.8 32.3825 14
1795 EElayerCell_14.0066.2 2.90985 -2.8 32.3825 14
1796 EElayerCell_14.0067.2 -2.90985 2.8 32.3825 14
1797 EElayerCell_14.0068.2 -2.90985 -2.8 32.3825 14
1798 EElayerCell_14.0069.2 2.90985 3.92 32.3825 14
1799 EElayerCell_14.0070.2 2.90985 -3.92 32.3825 14
1800 EElayerCell_14.0071.2 -2.90985 3.92 32.3825 14
1801 EElayerCell_14.0072.2 -2.90985 -3.92 32.3825 14
1802 EElayerCell_14.0073.2 2.90985 5.04 32.3825 14
1803 EElayerCell_14.0074.2 2.90985 -5.04 32.3825 14
1804 EElayerCell_14.0075.2 -2.90985 5.04 32.3825 14
1805 EElayerCell_14.0076.2 -2.90985 -5.04 32.3825 14
1806 EElayerCell_14.0077.2 2.90985 6.16 32.3825 14
1807 EElayerCell_14.0078.2 2.90985 -6.16 32.3825 14
1808 EElayerCell_14.0079.2 -2.90985 6.16 32.3825 14
1809 EElayerCell_14.0080.2 -2.90985 -6.16 32.3825 14
1810 EElayerCell_14.0081.2 3.87979 0 32.3825 14
1811 EElayerCell_14.0082.2 -3.87979 0 32.3825 14
1812 EElayerCell_14.0083.2 3.87979 1.12 32.3825 14
1813 EElayerCell_14.0084.2 3.87979 -1.12 32.3825 14
1814 EElayerCell_14.0085.2 -3.87979 1.12 32.3825 14
1815 EElayerCell_14.0086.2 -3.87979 -1.12 32.3825 14
1816 EElayerCell_14.0087.2 3.87979 2.24 32.3825 14
1817 EElayerCell_14.0088.2 3.87979 -2.24 32.3825 14
1818 EElayerCell_14.0089.2 -3.87979 2.24 32.3825 14
1819 EElayerCell_14.0090.2 -3.87979 -2.24 32.3825 14
1820 EElayerCell_14.0091.2 3.87979 3.36 32.3825 14
1821 EElayerCell_14.0092.2 3.87979 -3.36 32.3825 14
1822 EElayerCell_14.0093.2 -3.87979 3.36 32.3825 14
1823 EElayerCell_14.0094.2 -3.87979 -3.36 32.3825 14
1824 EElayerCell_14.0095.2 3.87979 4.48 32.3825 14
1825 EElayerCell_14.0096.2 3.87979 -4.48 32.3825 14
1826 EElayerCell_14.0097.2 -3.87979 4.48 32.3825 14
1827 EElayerCell_14.0098.2 -3.87979 -4.48 32.3825 14
1828 EElayerCell_14.0099.2 3.87979 5.6 32.3825 14
